study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,,mean BD,median BD
Vincent_and_Dionne_2023,Drakes Island,Drakes Island65,single set of methods,15,20,Drakes Island65-20,0.529320496,0.034612801,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island66,single set of methods,0,5,Drakes Island66-5,0.61843571,0.050792219,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island66,single set of methods,5,10,Drakes Island66-10,0.625795672,0.050079414,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island66,single set of methods,10,15,Drakes Island66-15,0.60898711,0.018359895,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island66,single set of methods,15,20,Drakes Island66-20,0.52335296,0.030781555,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island67,single set of methods,0,5,Drakes Island67-5,0.40290818,0.040539414,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island67,single set of methods,5,10,Drakes Island67-10,0.454726289,0.044836234,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island67,single set of methods,10,15,Drakes Island67-15,0.431651814,0.037532814,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island67,single set of methods,15,20,Drakes Island67-20,0.484961808,0.0259159,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island68,single set of methods,0,5,Drakes Island68-5,0.231838797,0.061418315,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island68,single set of methods,5,10,Drakes Island68-10,0.38311585,0.060465021,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island68,single set of methods,10,15,Drakes Island68-15,0.403703851,0.060720718,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island68,single set of methods,15,20,Drakes Island68-20,0.365014322,0.065680089,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island69,single set of methods,0,5,Drakes Island69-5,0.266549968,0.045175667,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island69,single set of methods,5,10,Drakes Island69-10,0.253620306,0.044425616,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island69,single set of methods,10,15,Drakes Island69-15,0.362229472,0.035889673,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island69,single set of methods,15,20,Drakes Island69-20,0.341740929,0.031960291,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island70,single set of methods,0,5,Drakes Island70-5,0.604014163,0.034905156,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island70,single set of methods,5,10,Drakes Island70-10,0.642206397,0.054339227,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island70,single set of methods,10,15,Drakes Island70-15,0.606997931,0.06485813,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island70,single set of methods,15,20,Drakes Island70-20,0.553588479,0.059890448,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island71,single set of methods,0,5,Drakes Island71-5,0.298973584,0.09067785,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island71,single set of methods,5,10,Drakes Island71-10,0.381325589,0.057837182,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island71,single set of methods,10,15,Drakes Island71-15,0.47441916,0.115814984,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island71,single set of methods,15,20,Drakes Island71-20,0.414942712,0.081089295,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island72,single set of methods,0,5,Drakes Island72-5,0.231043125,0.050712943,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island72,single set of methods,5,10,Drakes Island72-10,0.333983132,0.044276315,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island72,single set of methods,10,15,Drakes Island72-15,0.355366805,0.056463881,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island72,single set of methods,15,20,Drakes Island72-20,0.364318109,0.063150072,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island73,single set of methods,0,5,Drakes Island73-5,0.594565563,0.032001751,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island73,single set of methods,5,10,Drakes Island73-10,0.57696133,0.039540049,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island73,single set of methods,10,15,Drakes Island73-15,0.662893857,0.069341583,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island73,single set of methods,15,20,Drakes Island73-20,0.627088638,0.047026939,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island74,single set of methods,0,5,Drakes Island74-5,0.309018937,0.049757053,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island74,single set of methods,5,10,Drakes Island74-10,0.561744112,0.03855921,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island74,single set of methods,10,15,Drakes Island74-15,0.421805379,0.03344332,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island74,single set of methods,15,20,Drakes Island74-20,0.553886856,0.029464819,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island75,single set of methods,0,5,Drakes Island75-5,0.774884628,0.066143456,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island75,single set of methods,5,10,Drakes Island75-10,0.276296945,0.055796022,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island75,single set of methods,10,15,Drakes Island75-15,0.319263208,0.097316685,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island75,single set of methods,15,20,Drakes Island75-20,0.463279758,0.06376461,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island76,single set of methods,0,5,Drakes Island76-5,0.857932845,0.071677649,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island76,single set of methods,5,10,Drakes Island76-10,1.008712603,0.050297713,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island76,single set of methods,10,15,Drakes Island76-15,0.776177594,0.036199758,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island76,single set of methods,15,20,Drakes Island76-20,0.930239497,0.037308441,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island77,single set of methods,0,5,Drakes Island77-5,0.413550286,0.059796013,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island77,single set of methods,5,10,Drakes Island77-10,0.558561426,0.056057819,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island77,single set of methods,10,15,Drakes Island77-15,0.731918364,0.06549323,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island77,single set of methods,15,20,Drakes Island77-20,1.17470958,0.085951694,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island78,single set of methods,0,5,Drakes Island78-5,0.501770369,0.049416051,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island78,single set of methods,5,10,Drakes Island78-10,0.645786919,0.061319786,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island78,single set of methods,10,15,Drakes Island78-15,0.505549809,0.060697542,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island78,single set of methods,15,20,Drakes Island78-20,0.596256365,0.064855101,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island79,single set of methods,0,5,Drakes Island79-5,0.474717537,0.028971495,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island79,single set of methods,5,10,Drakes Island79-10,0.450549013,0.071032012,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island79,single set of methods,10,15,Drakes Island79-15,0.631862667,0.070106187,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island79,single set of methods,15,20,Drakes Island79-20,0.900401814,0.087583904,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island80,single set of methods,0,5,Drakes Island80-5,0.48008832,0.050528635,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island80,single set of methods,5,10,Drakes Island80-10,0.433839911,0.047391712,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island80,single set of methods,10,15,Drakes Island80-15,0.433442075,0.06923276,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island80,single set of methods,15,20,Drakes Island80-20,0.437420433,0.081503112,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island81,single set of methods,0,5,Drakes Island81-5,0.484066677,0.032928942,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island81,single set of methods,5,10,Drakes Island81-10,0.444680936,0.035246936,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island81,single set of methods,10,15,Drakes Island81-15,0.498388765,0.043682862,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island81,single set of methods,15,20,Drakes Island81-20,0.540459898,0.044525205,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island82,single set of methods,0,5,Drakes Island82-5,0.577160248,0.046110285,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island82,single set of methods,5,10,Drakes Island82-10,0.856341502,0.048385022,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island82,single set of methods,10,15,Drakes Island82-15,0.865690643,0.035304399,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island82,single set of methods,15,20,Drakes Island82-20,0.796069383,0.039077552,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island83,single set of methods,0,5,Drakes Island83-5,0.716402769,0.084173267,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island83,single set of methods,5,10,Drakes Island83-10,0.737289147,0.055414016,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island83,single set of methods,10,15,Drakes Island83-15,0.596554742,0.071644558,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island83,single set of methods,15,20,Drakes Island83-20,0.545432845,0.075934389,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island84,single set of methods,0,5,Drakes Island84-5,0.416732973,0.027986946,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island84,single set of methods,5,10,Drakes Island84-10,0.449256047,0.035998682,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island84,single set of methods,10,15,Drakes Island84-15,0.455323043,0.046859359,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island84,single set of methods,15,20,Drakes Island84-20,0.459102482,0.032047748,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island85,single set of methods,0,5,Drakes Island85-5,0.807407702,0.058681429,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island85,single set of methods,5,10,Drakes Island85-10,0.849080999,0.054962622,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island85,single set of methods,10,15,Drakes Island85-15,0.801440165,0.084190884,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island85,single set of methods,15,20,Drakes Island85-20,0.587006684,0.075196989,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island86,single set of methods,0,5,Drakes Island86-5,0.592377467,0.044461906,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island86,single set of methods,5,10,Drakes Island86-10,0.611573043,0.044763282,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island86,single set of methods,10,15,Drakes Island86-15,0.582431572,0.039283305,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island86,single set of methods,15,20,Drakes Island86-20,0.529718332,0.037862085,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island87,single set of methods,0,5,Drakes Island87-5,0.679503501,0.046783904,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island87,single set of methods,5,10,Drakes Island87-10,0.600632559,0.043442086,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island87,single set of methods,10,15,Drakes Island87-15,0.415241088,0.061790256,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island87,single set of methods,15,20,Drakes Island87-20,0.590487747,0.061408732,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island88,single set of methods,0,5,Drakes Island88-5,0.616347072,0.061677649,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island88,single set of methods,5,10,Drakes Island88-10,0.887869987,0.055496022,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island88,single set of methods,10,15,Drakes Island88-15,0.852164227,0.056433881,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island88,single set of methods,15,20,Drakes Island88-20,0.719883832,0.046026939,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island89,single set of methods,0,5,Drakes Island89-5,0.45273711,0.052528635,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island89,single set of methods,5,10,Drakes Island89-10,0.510025461,0.047291712,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island89,single set of methods,10,15,Drakes Island89-15,0.55060471,0.06933276,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island89,single set of methods,15,20,Drakes Island89-20,0.468153246,0.081303112,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island90,single set of methods,0,5,Drakes Island90-5,0.64757718,0.033928942,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island90,single set of methods,5,10,Drakes Island90-10,0.6155514,0.035226936,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island90,single set of methods,10,15,Drakes Island90-15,0.532005888,0.043382862,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island90,single set of methods,15,20,Drakes Island90-20,0.574375398,0.042525205,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island91,single set of methods,0,5,Drakes Island91-5,0.431651814,0.045110285,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island91,single set of methods,5,10,Drakes Island91-10,0.424988065,0.046385022,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island91,single set of methods,10,15,Drakes Island91-15,0.40947247,0.038304399,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island91,single set of methods,15,20,Drakes Island91-20,0.381623966,0.034077552,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island92,single set of methods,0,5,Drakes Island92-5,0.795771006,0.074173267,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island92,single set of methods,5,10,Drakes Island92-10,0.461290579,0.056414016,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island92,single set of methods,10,15,Drakes Island92-15,0.397537397,0.051644558,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island92,single set of methods,15,20,Drakes Island92-20,0.42170592,0.065934389,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island93,single set of methods,0,5,Drakes Island93-5,0.439906906,0.074173267,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island93,single set of methods,5,10,Drakes Island93-10,0.409373011,0.045998682,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island93,single set of methods,10,15,Drakes Island93-15,0.515296785,0.046559359,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island93,single set of methods,15,20,Drakes Island93-20,0.393658498,0.037047748,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island94,single set of methods,0,5,Drakes Island94-5,0.412555697,0.054681429,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island94,single set of methods,5,10,Drakes Island94-10,0.423396722,0.057962622,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island94,single set of methods,10,15,Drakes Island94-15,0.409770847,0.084590884,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island94,single set of methods,15,20,Drakes Island94-20,0.358151655,0.075696989,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island95,single set of methods,0,5,Drakes Island95-5,0.455124125,0.044361906,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island95,single set of methods,5,10,Drakes Island95-10,0.394056334,0.044663282,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island95,single set of methods,10,15,Drakes Island95-15,0.382817473,0.039483305,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island95,single set of methods,15,20,Drakes Island95-20,0.361931095,0.037262085,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island96,single set of methods,0,5,Drakes Island96-5,0.437818269,0.046733904,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island96,single set of methods,5,10,Drakes Island96-10,0.456019255,0.043422086,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island96,single set of methods,10,15,Drakes Island96-15,0.461290579,0.061750256,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island96,single set of methods,15,20,Drakes Island96-20,0.434635582,0.051408732,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island97,single set of methods,0,5,Drakes Island97-5,0.298177912,0.024519237,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island97,single set of methods,5,10,Drakes Island97-10,0.53180697,0.05510883,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island97,single set of methods,10,15,Drakes Island97-15,0.569800286,0.063920346,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island97,single set of methods,15,20,Drakes Island97-20,0.587106143,0.070093246,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island98,single set of methods,0,5,Drakes Island98-5,0.399626034,0.039548887,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island98,single set of methods,5,10,Drakes Island98-10,0.598146085,0.066432033,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island98,single set of methods,10,15,Drakes Island98-15,0.601129854,0.059564995,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island98,single set of methods,15,20,Drakes Island98-20,0.461787874,0.057623013,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island99,single set of methods,0,5,Drakes Island99-5,0.994589433,0.421358037,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island99,single set of methods,5,10,Drakes Island99-10,0.415340547,0.031787661,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island99,single set of methods,10,15,Drakes Island99-15,0.479591025,0.03703887,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island99,single set of methods,15,20,Drakes Island99-20,0.541355029,0.058244566,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island100,single set of methods,0,5,Drakes Island100-5,0.579149427,0.054572046,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island100,single set of methods,5,10,Drakes Island100-10,0.475712126,0.040542876,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island100,single set of methods,10,15,Drakes Island100-15,0.580840229,0.045310378,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island100,single set of methods,15,20,Drakes Island100-20,0.822724379,0.071536096,,,
Vincent_and_Dionne_2023,Little River,Little River1,single set of methods,0,5,Little River1-5,0.867580363,0.109267825,,,
Vincent_and_Dionne_2023,Little River,Little River1,single set of methods,5,10,Little River1-10,0.593670433,0.053449396,,,
Vincent_and_Dionne_2023,Little River,Little River1,single set of methods,10,15,Little River1-15,0.513108689,0.034444848,,,
Vincent_and_Dionne_2023,Little River,Little River1,single set of methods,15,20,Little River1-20,0.741168046,0.050783542,,,
Vincent_and_Dionne_2023,Little River,Little River2,single set of methods,0,5,Little River2-5,0.501173616,0.031271608,,,
Vincent_and_Dionne_2023,Little River,Little River2,single set of methods,5,10,Little River2-10,0.782741884,0.080078472,,,
Vincent_and_Dionne_2023,Little River,Little River2,single set of methods,10,15,Little River2-15,0.621518937,0.047389181,,,
Vincent_and_Dionne_2023,Little River,Little River2,single set of methods,15,20,Little River2-20,0.676718651,0.065995228,,,
Vincent_and_Dionne_2023,Little River,Little River3,single set of methods,0,5,Little River3-5,0.61654599,0.051027481,,,
Vincent_and_Dionne_2023,Little River,Little River3,single set of methods,5,10,Little River3-10,0.43861394,0.010619239,,,
Vincent_and_Dionne_2023,Little River,Little River3,single set of methods,10,15,Little River3-15,0.532602642,0.03427533,,,
Vincent_and_Dionne_2023,Little River,Little River3,single set of methods,15,20,Little River3-20,0.621320019,0.052620851,,,
Vincent_and_Dionne_2023,Little River,Little River4,single set of methods,0,5,Little River4-5,0.789206715,0.076965334,,,
Vincent_and_Dionne_2023,Little River,Little River4,single set of methods,5,10,Little River4-10,0.642604233,0.052419829,,,
Vincent_and_Dionne_2023,Little River,Little River4,single set of methods,10,15,Little River4-15,0.62221515,0.039280904,,,
Vincent_and_Dionne_2023,Little River,Little River4,single set of methods,15,20,Little River4-20,0.558561426,0.034533613,,,
Vincent_and_Dionne_2023,Little River,Little River5,single set of methods,0,5,Little River5-5,0.651555538,0.056064257,,,
Vincent_and_Dionne_2023,Little River,Little River5,single set of methods,5,10,Little River5-10,0.507141152,0.047473768,,,
Vincent_and_Dionne_2023,Little River,Little River5,single set of methods,10,15,Little River5-15,0.696908816,0.090205774,,,
Vincent_and_Dionne_2023,Little River,Little River5,single set of methods,15,20,Little River5-20,0.517285964,0.050446969,,,
Vincent_and_Dionne_2023,Little River,Little River6,single set of methods,0,5,Little River6-5,0.443189052,0.026118416,,,
Vincent_and_Dionne_2023,Little River,Little River6,single set of methods,5,10,Little River6-10,0.273711012,0.012570151,,,
Vincent_and_Dionne_2023,Little River,Little River6,single set of methods,10,15,Little River6-15,0.518181095,0.041292948,,,
Vincent_and_Dionne_2023,Little River,Little River6,single set of methods,15,20,Little River6-20,0.479789943,0.041185879,,,
Vincent_and_Dionne_2023,Little River,Little River7,single set of methods,0,5,Little River7-5,0.431651814,0.028289476,,,
Vincent_and_Dionne_2023,Little River,Little River7,single set of methods,5,10,Little River7-10,0.3219486,0.017230764,,,
Vincent_and_Dionne_2023,Little River,Little River7,single set of methods,10,15,Little River7-15,0.357355983,0.023201556,,,
Vincent_and_Dionne_2023,Little River,Little River7,single set of methods,15,20,Little River7-20,0.32284373,0.023400623,,,
Vincent_and_Dionne_2023,Little River,Little River8,single set of methods,0,5,Little River8-5,0.438216104,0.029685742,,,
Vincent_and_Dionne_2023,Little River,Little River8,single set of methods,5,10,Little River8-10,0.41792648,0.02894291,,,
Vincent_and_Dionne_2023,Little River,Little River8,single set of methods,10,15,Little River8-15,0.445973902,0.035447496,,,
Vincent_and_Dionne_2023,Little River,Little River8,single set of methods,15,20,Little River8-20,0.362527849,0.02909724,,,
Vincent_and_Dionne_2023,Little River,Little River9,single set of methods,0,5,Little River9-5,0.609683323,0.064865533,,,
Vincent_and_Dionne_2023,Little River,Little River9,single set of methods,5,10,Little River9-10,0.593173138,0.053770437,,,
Vincent_and_Dionne_2023,Little River,Little River9,single set of methods,10,15,Little River9-15,0.384906111,0.026514605,,,
Vincent_and_Dionne_2023,Little River,Little River9,single set of methods,15,20,Little River9-20,0.526834023,0.049230507,,,
Vincent_and_Dionne_2023,Little River,Little River10,single set of methods,0,5,Little River10-5,0.646483132,0.06918136,,,
Vincent_and_Dionne_2023,Little River,Little River10,single set of methods,5,10,Little River10-10,0.514799491,0.035062894,,,
Vincent_and_Dionne_2023,Little River,Little River10,single set of methods,10,15,Little River10-15,0.561545194,0.039875821,,,
Vincent_and_Dionne_2023,Little River,Little River10,single set of methods,15,20,Little River10-20,0.440105824,0.030245173,,,
Vincent_and_Dionne_2023,Little River,Little River11,single set of methods,0,5,Little River11-5,0.681989975,0.070530896,,,
Vincent_and_Dionne_2023,Little River,Little River11,single set of methods,5,10,Little River11-10,0.469048377,0.034611898,,,
Vincent_and_Dionne_2023,Little River,Little River11,single set of methods,10,15,Little River11-15,0.377347231,0.021823263,,,
Vincent_and_Dionne_2023,Little River,Little River11,single set of methods,15,20,Little River11-20,0.597847708,0.04294253,,,
Vincent_and_Dionne_2023,Little River,Little River12,single set of methods,0,5,Little River12-5,0.666673297,0.054875383,,,
Vincent_and_Dionne_2023,Little River,Little River12,single set of methods,5,10,Little River12-10,0.579348345,0.044007753,,,
Vincent_and_Dionne_2023,Little River,Little River12,single set of methods,10,15,Little River12-15,0.361831636,0.019438882,,,
Vincent_and_Dionne_2023,Little River,Little River12,single set of methods,15,20,Little River12-20,0.446272279,0.028246301,,,
Vincent_and_Dionne_2023,Little River,Little River13,single set of methods,0,5,Little River13-5,0.563434914,0.043514144,,,
Vincent_and_Dionne_2023,Little River,Little River13,single set of methods,5,10,Little River13-10,0.810988224,0.051694434,,,
Vincent_and_Dionne_2023,Little River,Little River13,single set of methods,10,15,Little River13-15,0.804722311,0.023605101,,,
Vincent_and_Dionne_2023,Little River,Little River13,single set of methods,15,20,Little River13-20,0.869271165,0.155512028,,,
Vincent_and_Dionne_2023,Little River,Little River14,single set of methods,0,5,Little River14-5,0.451742521,0.03206017,,,
Vincent_and_Dionne_2023,Little River,Little River14,single set of methods,5,10,Little River14-10,0.419318905,0.033466349,,,
Vincent_and_Dionne_2023,Little River,Little River14,single set of methods,10,15,Little River14-15,0.455124125,0.03962924,,,
Vincent_and_Dionne_2023,Little River,Little River14,single set of methods,15,20,Little River14-20,0.616247613,0.056673102,,,
Vincent_and_Dionne_2023,Little River,Little River15,single set of methods,0,5,Little River15-5,0.471733768,0.037533642,,,
Vincent_and_Dionne_2023,Little River,Little River15,single set of methods,5,10,Little River15-10,0.494509866,0.039163443,,,
Vincent_and_Dionne_2023,Little River,Little River15,single set of methods,10,15,Little River15-15,0.44995226,0.039308282,,,
Vincent_and_Dionne_2023,Little River,Little River15,single set of methods,15,20,Little River15-20,0.310112985,0.019881233,,,
Vincent_and_Dionne_2023,Little River,Little River16,single set of methods,0,5,Little River16-5,0.519374602,0.050672057,,,
Vincent_and_Dionne_2023,Little River,Little River16,single set of methods,5,10,Little River16-10,0.338160407,0.025313209,,,
Vincent_and_Dionne_2023,Little River,Little River16,single set of methods,10,15,Little River16-15,0.316776735,0.025035681,,,
Vincent_and_Dionne_2023,Little River,Little River16,single set of methods,15,20,Little River16-20,0.415539465,0.043884043,,,
Vincent_and_Dionne_2023,Little River,Little River17,single set of methods,0,5,Little River17-5,0.608290898,0.097129854,,,
Vincent_and_Dionne_2023,Little River,Little River17,single set of methods,5,10,Little River17-10,0.534193985,0.050577872,,,
Vincent_and_Dionne_2023,Little River,Little River17,single set of methods,10,15,Little River17-15,0.354372215,0.020869749,,,
Vincent_and_Dionne_2023,Little River,Little River17,single set of methods,15,20,Little River17-20,0.405096276,0.011850077,,,
Vincent_and_Dionne_2023,Little River,Little River18,single set of methods,0,5,Little River18-5,0.68427753,0.082290241,,,
Vincent_and_Dionne_2023,Little River,Little River18,single set of methods,5,10,Little River18-10,0.429861553,0.025910878,,,
Vincent_and_Dionne_2023,Little River,Little River18,single set of methods,10,15,Little River18-15,0.35297979,0.017270754,,,
Vincent_and_Dionne_2023,Little River,Little River18,single set of methods,15,20,Little River18-20,0.52802753,0.041017517,,,
Vincent_and_Dionne_2023,Little River,Little River19,single set of methods,0,5,Little River19-5,0.750915022,0.077411148,,,
Vincent_and_Dionne_2023,Little River,Little River19,single set of methods,5,10,Little River19-10,0.650560948,0.058009804,,,
Vincent_and_Dionne_2023,Little River,Little River19,single set of methods,10,15,Little River19-15,0.688852642,0.056079511,,,
Vincent_and_Dionne_2023,Little River,Little River19,single set of methods,15,20,Little River19-20,0.863900382,0.080230325,,,
Vincent_and_Dionne_2023,Little River,Little River20,single set of methods,0,5,Little River20-5,0.652649586,0.058491125,,,
Vincent_and_Dionne_2023,Little River,Little River20,single set of methods,5,10,Little River20-10,0.536382081,0.03938308,,,
Vincent_and_Dionne_2023,Little River,Little River20,single set of methods,10,15,Little River20-15,0.501571451,0.03853102,,,
Vincent_and_Dionne_2023,Little River,Little River20,single set of methods,15,20,Little River20-20,1.520329408,0.09331417,,,
Vincent_and_Dionne_2023,Little River,Little River21,single set of methods,0,5,Little River21-5,0.511716264,0.038912266,,,
Vincent_and_Dionne_2023,Little River,Little River21,single set of methods,5,10,Little River21-10,0.760065245,0.049068597,,,
Vincent_and_Dionne_2023,Little River,Little River21,single set of methods,10,15,Little River21-15,0.664385742,0.048727208,,,
Vincent_and_Dionne_2023,Little River,Little River21,single set of methods,15,20,Little River21-20,1.5474817,0.072009749,,,
Vincent_and_Dionne_2023,Little River,Little River22,single set of methods,0,5,Little River22-5,0.467357575,0.018432629,,,
